datetime_utcmeter,meter_percent_uncertainty,meter_sigma,whole_gas_kgh,fraction_methane,fraction_methane_sigma,methane_kgh,methane_kgh_sigma,data_qc,datetime_utc,meter
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:17,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:18,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:19,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:20,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:21,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:22,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:23,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:24,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:25,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:26,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:27,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:28,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:29,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:30,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:31,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:32,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:33,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:34,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:35,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:36,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:37,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:38,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:39,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:40,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:41,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:42,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:43,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:44,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:45,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:46,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:47,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:48,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:49,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:50,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:51,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:52,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:53,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:54,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:55,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:56,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:57,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:58,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:40:59,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:00,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:01,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:02,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:03,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:04,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:05,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:06,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:07,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:08,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:09,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:10,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:11,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:12,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:13,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:14,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:15,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:16,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:17,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:18,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:19,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:20,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:21,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:22,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:23,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:24,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:25,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:26,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:27,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:28,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:29,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:30,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:31,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:32,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:33,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:34,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:35,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:36,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:37,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:38,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:39,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:40,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:41,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:42,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:43,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:44,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:45,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:46,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:47,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:48,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:49,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:50,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:51,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:52,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:53,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:54,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:55,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:56,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:57,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:58,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:41:59,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:00,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:01,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:02,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:03,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:04,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:05,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:06,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:07,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:08,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:09,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:10,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:11,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:12,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:13,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:14,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:15,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:16,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:17,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:18,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:19,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:20,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:21,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:22,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:23,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:24,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:25,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:26,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:27,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:28,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:29,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:30,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:31,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:32,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:33,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:34,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:35,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:36,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:37,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:38,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:39,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:40,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:41,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:42,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:43,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:44,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:45,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:46,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:47,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:48,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:49,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:50,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:51,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:52,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:53,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:54,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:55,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:56,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:57,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:58,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:42:59,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:00,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:01,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:02,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:03,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:04,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:05,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:06,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:07,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:08,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:09,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:10,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:11,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:12,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:13,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:14,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:15,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:16,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:17,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:18,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:19,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:20,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:21,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:22,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:23,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:24,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:25,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:26,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:27,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:28,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:29,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:30,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:31,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:32,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:33,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:34,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:35,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:36,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:37,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:38,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:39,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:40,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:41,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:42,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:43,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:44,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:45,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:46,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:47,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:48,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:49,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:50,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:51,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:52,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:53,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:54,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:55,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:56,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:57,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:58,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:43:59,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:00,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:01,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:02,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:03,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:04,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:05,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:06,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:07,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:08,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:09,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:10,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:11,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:12,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:13,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:14,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:15,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:16,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:17,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:18,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:19,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:20,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:21,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:22,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:23,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:24,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:25,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:26,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:27,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:28,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:29,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:30,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:31,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:32,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:33,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:34,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:35,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:36,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:37,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:38,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:39,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:40,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:41,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:42,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:43,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:44,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:45,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:46,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:47,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:48,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:49,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:50,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:51,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:52,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:53,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:54,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:55,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:56,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:57,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:58,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:44:59,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:45:00,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:45:01,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:45:02,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:45:03,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:45:04,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:45:05,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:45:06,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:45:07,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:45:08,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:45:09,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:45:10,
,0.0,0.0,0.0,0.950293875,0.0,0.0,0.0,1,2022-10-28 21:45:11,
